tweet_id,ig_outgroup,dehumanization,grievance,glorification,mobilization,threat,split,source,violence_dehum
ru980f90abdd,1,0,0,0,0,0,solo1,annotator1,0
ru6b0ea796cb,0,0,0,0,0,0,solo1,annotator1,0
ruc7a925f9a9,0,0,0,0,0,0,solo1,annotator1,0
ruf34db69e92,0,0,0,0,0,0,solo1,annotator1,0
ru168751601e,0,0,0,0,0,0,solo1,annotator1,0
ru2014755545,0,0,0,0,0,0,solo1,annotator1,0
ru9fde85050f,0,0,0,0,0,0,solo1,annotator1,0
ru9fa7672a7b,0,0,0,0,0,0,solo1,annotator1,0
rub0a75fd41d,0,0,0,0,0,0,solo1,annotator1,0
ru2b04bb0ca4,0,0,1,0,0,0,solo1,annotator1,0
rue6804a6559,0,0,0,0,0,0,solo1,annotator1,0
rua041572da6,0,0,0,0,0,0,solo1,annotator1,0
ru732f9bd698,0,0,0,0,0,0,solo1,annotator1,0
ru8d8ac460dc,0,0,0,0,0,0,solo1,annotator1,0
ru1531e97355,0,0,0,0,0,0,solo1,annotator1,0
ru123d0be8ce,0,0,0,0,0,0,solo1,annotator1,0
rubfa1ada5dc,0,0,0,0,0,0,solo1,annotator1,0
ruea921905a5,0,0,0,0,0,0,solo1,annotator1,0
ru382553045d,0,0,0,0,0,0,solo1,annotator1,0
rua0c9145d2b,0,0,0,0,0,0,solo1,annotator1,0
ruf84c52792f,0,0,0,0,0,0,solo1,annotator1,0
rufda8d8a320,0,0,0,0,0,0,solo1,annotator1,0
rueae3f4a596,0,0,0,0,0,0,solo1,annotator1,0
rubd040350cd,0,0,1,0,0,0,solo1,annotator1,0
ru531fd35ccb,0,0,0,0,0,0,solo1,annotator1,0
ru3c0e0cf157,0,0,0,0,0,0,solo1,annotator1,0
ru6fd6cda71a,0,0,0,0,0,0,solo1,annotator1,0
ru6ed450c88a,0,0,0,0,0,0,solo1,annotator1,0
ru9675dfabe3,0,0,0,0,0,0,solo1,annotator1,0
rub28543d18b,0,0,0,0,0,0,solo1,annotator1,0
ruc2eefc155b,0,0,0,0,0,0,solo1,annotator1,0
rub9fe01a7d1,0,0,0,0,0,0,solo1,annotator1,0
ru1ccbb9ae10,0,0,0,0,0,0,solo1,annotator1,0
rue1ad1b3235,0,0,0,0,0,0,solo1,annotator1,0
ruecc3045dd8,1,0,0,0,1,1,solo1,annotator1,0
rub0a96b35d2,0,0,0,0,0,0,solo1,annotator1,0
ru1c46f41afe,0,0,0,0,0,0,solo1,annotator1,0
ru87bbe5ada2,0,0,0,0,0,0,solo1,annotator1,0
rub08208e359,0,0,1,0,0,0,solo1,annotator1,0
ruf6f1da46bc,0,0,0,0,0,0,solo1,annotator1,0
ru1607c52f97,0,0,0,0,0,0,solo1,annotator1,0
ru4e3fc57263,0,0,0,0,1,0,solo1,annotator1,0
ru0326481e44,0,0,0,0,0,0,solo1,annotator1,0
ru964089c9e4,0,0,0,0,0,0,solo1,annotator1,0
ru7ab54ed883,0,0,0,0,0,0,solo1,annotator1,0
ru28a0876ee4,0,0,0,0,0,0,solo1,annotator1,0
ru66fc912f0a,0,0,0,0,0,0,solo1,annotator1,0
ru3c7df9038e,0,0,0,0,0,0,solo1,annotator1,0
rucaff5ae9d0,1,0,0,0,1,0,solo1,annotator1,0
ru0612e10990,0,0,0,0,0,0,solo1,annotator1,0
rudeeb7cd710,0,0,0,0,0,0,solo1,annotator1,0
ru67f24c9953,0,0,0,0,0,0,solo1,annotator1,0
ru498e9c9518,0,0,0,0,0,0,solo1,annotator1,0
rua2403e11cf,0,0,0,0,0,0,solo1,annotator1,0
ruba724c0b88,0,0,0,0,0,0,solo1,annotator1,0
ru7b592e3921,0,0,0,0,0,0,solo1,annotator1,0
ru63f7e35eb0,0,0,0,0,0,0,solo1,annotator1,0
ru1e1c9440f2,0,0,0,0,0,0,solo1,annotator1,0
ruee38fe77f5,0,0,0,0,0,0,solo1,annotator1,0
ru13b63d62e4,0,0,0,0,0,0,solo1,annotator1,0
ru43bcc7a53d,0,0,0,0,0,0,solo1,annotator1,0
ru3a65dfa051,0,1,0,0,0,0,solo1,annotator1,1
rufebadb7796,0,0,0,0,0,0,solo1,annotator1,0
ru39ced5907f,0,0,0,0,0,0,solo1,annotator1,0
ru99e32060b7,1,0,0,0,0,0,solo1,annotator1,0
ru8dc7d077cb,0,0,0,0,0,0,solo1,annotator1,0
ru3c47e0e72e,0,0,0,0,0,0,solo1,annotator1,0
ru7069bef777,1,0,0,0,0,0,solo1,annotator1,0
ruabf79525f4,0,0,0,0,0,0,solo1,annotator1,0
ru35863dd028,1,0,0,0,0,0,solo1,annotator1,0
ru97a2f71f19,0,0,0,0,0,0,solo1,annotator1,0
ru1b9a6f8493,0,0,0,0,0,0,solo1,annotator1,0
ru444226db10,0,0,0,0,0,0,solo1,annotator1,0
rua77902d104,0,0,0,0,0,0,solo1,annotator1,0
ru8a3062b127,0,0,0,0,0,0,solo1,annotator1,0
ruf2da49bbba,0,0,0,0,0,0,solo1,annotator1,0
ru81d7d96413,0,0,0,0,0,0,solo1,annotator1,0
ru846eef9c11,0,0,0,0,0,0,solo1,annotator1,0
rub3e9a728a6,0,0,0,0,0,0,solo1,annotator1,0
ru77b0b0eb10,0,0,0,0,0,0,solo1,annotator1,0
ru7a592e96f1,0,0,0,0,0,0,solo1,annotator1,0
ruab77084e5a,1,0,1,0,0,0,solo1,annotator1,0
ru56fa357235,0,0,0,0,0,0,solo1,annotator1,0
ru9756e0e36b,0,0,0,0,0,0,solo1,annotator1,0
rufaa366e0ef,0,0,0,0,0,0,solo1,annotator1,0
ru3cca7048f9,0,0,0,0,0,0,solo1,annotator1,0
rufaa11dfc4b,0,0,0,0,0,0,solo1,annotator1,0
ruddf6a1fe83,0,0,0,0,0,0,solo1,annotator1,0
ru4798a36142,1,0,0,0,0,0,solo1,annotator1,0
ruc8a724bd8b,0,0,0,0,0,0,solo1,annotator1,0
ru93be057c00,0,0,0,0,0,0,solo1,annotator1,0
ru365a531687,0,0,0,0,0,1,solo1,annotator1,0
ru56ac087322,0,0,0,0,0,0,solo1,annotator1,0
ru131fdcb322,0,0,0,0,0,0,solo1,annotator1,0
rud683f0f677,0,0,0,0,0,0,solo1,annotator1,0
ru8e5b33f979,0,0,0,0,1,0,solo1,annotator1,0
ru68f174919f,0,0,0,0,0,0,solo1,annotator1,0
ru00b88d75f9,0,0,0,0,1,0,solo1,annotator1,0
rue6d6076e53,0,0,0,0,0,0,solo1,annotator1,0
ru039033b9bb,1,0,1,0,0,0,solo1,annotator1,0
ru640949d8d3,0,0,0,0,0,0,solo1,annotator1,0
ru2918ea3b7c,0,0,1,0,0,0,solo1,annotator1,0
rua566b4ded5,0,0,0,0,0,0,solo1,annotator1,0
ruc64caf0ccd,0,0,0,0,0,0,solo1,annotator1,0
ru1cf8329915,0,0,0,0,0,0,solo1,annotator1,0
ru2502855f71,0,0,0,0,0,0,solo1,annotator1,0
ru33851cc1be,0,0,0,1,0,0,solo1,annotator1,1
rud546828ff1,1,0,1,0,0,0,solo1,annotator1,0
ruadd25344fd,1,0,0,0,0,0,solo1,annotator1,0
rued529cfdd7,0,0,0,0,0,0,solo1,annotator1,0
ru6bc811364b,0,0,0,0,0,0,solo1,annotator1,0
rue9a6ff8229,0,0,0,0,0,0,solo1,annotator1,0
ru0f05582266,0,0,0,0,0,0,solo1,annotator1,0
rudd5bbb4c1b,0,0,0,0,0,0,solo1,annotator1,0
ru12e6b143e4,0,0,0,0,0,0,solo1,annotator1,0
ru89cd1dc8df,0,0,0,0,0,0,solo1,annotator1,0
ru5b9af92d62,0,0,0,0,0,0,solo1,annotator1,0
ruddab88ce71,0,0,0,0,0,0,solo1,annotator1,0
ruaa42bd0b73,0,0,0,0,0,0,solo1,annotator1,0
ruf70281ef25,0,0,1,0,0,0,solo1,annotator1,0
ru0957e5094d,0,0,0,0,0,0,solo1,annotator1,0
ru4155526a68,0,0,0,0,0,0,solo1,annotator1,0
ru47072514ed,0,0,0,0,1,0,solo1,annotator1,0
ru15d8c8d9cb,0,0,0,0,0,0,solo1,annotator1,0
rua0a9019798,0,0,0,0,0,0,solo1,annotator1,0
ru860636bd97,0,0,0,0,0,0,solo1,annotator1,0
ru3257757bc3,0,0,1,0,0,0,solo1,annotator1,0
rudc55fad48d,0,0,0,0,0,0,solo1,annotator1,0
ru9cfbe49e2a,0,0,1,0,1,0,solo1,annotator1,0
rua846859191,0,0,0,0,0,0,solo1,annotator1,0
rubb144d29e8,0,0,0,0,0,0,solo1,annotator1,0
rue20527fe8a,0,0,0,0,0,0,solo1,annotator1,0
rucdb4736b27,1,0,0,0,0,0,solo1,annotator1,0
ru97883c33c2,0,0,0,0,0,0,solo1,annotator1,0
ru5cde922fae,0,0,0,0,0,0,solo1,annotator1,0
ruf58f37d111,0,0,0,0,0,0,solo1,annotator1,0
ru43dc4e42f1,0,0,1,0,0,0,solo1,annotator1,0
ru5e0a355970,0,0,0,0,0,0,solo1,annotator1,0
rubdcbc6e056,0,0,0,0,0,0,solo1,annotator1,0
ruc1a91aaa93,0,0,0,0,1,0,solo1,annotator1,0
ruaade988e4b,0,0,0,0,0,0,solo1,annotator1,0
ruc1a6c76a41,0,0,0,0,0,0,solo1,annotator1,0
rucb184feef7,0,0,0,0,0,0,solo1,annotator1,0
ruf6f101ef8e,1,0,1,0,0,0,solo1,annotator1,0
ru494bb6b566,0,0,0,0,0,0,solo1,annotator1,0
ru55b2fcf0e3,0,0,0,0,0,0,solo1,annotator1,0
rua16a73f3e6,0,0,0,0,0,0,solo1,annotator1,0
ru61fdd2edba,0,0,0,0,0,0,solo1,annotator1,0
ruf99969ab50,0,0,0,0,0,0,solo1,annotator1,0
rua28e4046fe,0,0,0,0,0,0,solo1,annotator1,0
ruffb2f56d2a,1,0,0,0,0,0,solo1,annotator1,0
ru949a5bb396,0,0,0,0,0,0,solo1,annotator1,0
rud166aa5478,0,0,0,0,0,0,solo1,annotator1,0
ru028bdc964b,0,0,0,0,0,0,solo1,annotator1,0
ruada6303aa8,0,0,0,0,0,0,solo1,annotator1,0
ru9cc532528a,0,0,0,0,0,0,solo1,annotator1,0
ru45ca142b3a,0,0,0,0,0,0,solo1,annotator1,0
ru43c6db4e52,0,0,0,0,0,0,solo1,annotator1,0
ruc139eb015c,0,0,0,0,0,0,solo1,annotator1,0
ru42ceb9ca8d,0,0,0,0,0,0,solo1,annotator1,0
ru6e1318d8a7,0,0,0,0,0,0,solo1,annotator1,0
ru58fb5c68aa,0,0,0,0,0,0,solo1,annotator1,0
ru4360567275,0,0,0,0,0,0,solo1,annotator1,0
ru8b07393009,0,0,0,0,0,0,solo1,annotator1,0
ru7699c7bd7f,1,0,0,0,1,0,solo1,annotator1,0
ru453d4ee2d4,0,0,0,0,0,0,solo1,annotator1,0
ru5cbc5d607e,0,0,0,0,0,0,solo1,annotator1,0
ru35d3bb15de,0,0,0,0,0,0,solo1,annotator1,0
rue373c4bf8f,0,0,0,0,0,0,solo1,annotator1,0
ru9d9464bd14,0,0,0,0,0,0,solo1,annotator1,0
rud287b28c66,0,0,0,0,0,0,solo1,annotator1,0
ru303f4fbef0,0,0,0,0,0,0,solo1,annotator1,0
ru8196c0ab8a,0,0,0,0,0,0,solo1,annotator1,0
rudf28d1b26f,0,0,0,0,0,0,solo1,annotator1,0
rud1dc723591,0,0,0,0,0,0,solo1,annotator1,0
ru53cd86fa5a,0,0,0,0,0,0,solo1,annotator1,0
ruc8603d7a8e,0,0,0,0,0,0,solo1,annotator1,0
ru0e39e2ccc6,1,0,0,0,0,0,solo1,annotator1,0
ru5ed5f7e633,0,0,0,0,0,0,solo1,annotator1,0
ru47650f1978,0,0,0,0,0,0,solo1,annotator1,0
ru25612e3c1d,0,0,0,0,0,0,solo1,annotator1,0
ru9d951c1c5a,0,0,0,0,0,0,solo1,annotator1,0
rue11a318ba3,0,0,0,0,0,0,solo1,annotator1,0
ru7d6e601f93,0,0,0,0,0,0,solo1,annotator1,0
ru2e35fc4671,1,0,0,0,0,0,solo1,annotator1,0
ru39b0e97280,1,0,0,0,0,0,solo1,annotator1,0
rua77c724ce3,0,0,0,0,1,0,solo1,annotator1,0
ru356ec7f381,0,0,1,0,0,0,solo1,annotator1,0
ru7c117808b9,0,0,0,0,0,0,solo1,annotator1,0
ru101ed47aea,0,0,0,0,0,0,solo1,annotator1,0
ru6c2919e4b4,0,0,0,0,0,0,solo1,annotator1,0
ru26d80763b8,0,0,0,0,0,0,solo1,annotator1,0
rua68d62f9e4,0,0,0,0,0,0,solo1,annotator1,0
rud3762344ae,0,0,0,0,0,0,solo1,annotator1,0
rua43a47ba85,0,0,0,0,0,0,solo1,annotator1,0
ru89a81fcd1d,0,0,0,0,0,0,solo1,annotator1,0
rua4ef8faf66,0,0,0,0,1,0,solo1,annotator1,0
rudc4023825b,0,0,0,0,0,0,solo1,annotator1,0
ru7a4b33e2d8,0,0,0,0,0,0,solo1,annotator1,0
rua4b688c882,0,0,0,0,0,0,solo1,annotator1,0
ru79948852ed,0,0,0,0,0,0,solo1,annotator1,0
ru1a8acb6a55,1,0,0,0,0,0,solo1,annotator1,0
ruaaeb646032,0,0,0,0,0,0,solo1,annotator1,0
ru84a9c64499,0,0,0,0,0,0,solo1,annotator1,0
rua351a4c7e8,0,0,0,0,0,0,solo1,annotator1,0
ru5e5e07cd9d,1,0,0,0,0,0,solo1,annotator1,0
ru8ace8032da,0,0,0,0,0,0,solo1,annotator1,0
rub586c28fb9,0,0,0,0,0,0,solo1,annotator1,0
ru78b20f3971,0,0,0,0,0,0,solo1,annotator1,0
ru55bcd41a15,0,0,0,0,0,0,solo1,annotator1,0
rua4df314b01,0,0,0,0,0,0,solo1,annotator1,0
rue5f655056f,0,0,0,0,0,0,solo1,annotator1,0
ruf10c261906,0,0,0,0,0,0,solo1,annotator1,0
ruc60ecf7301,0,0,0,0,1,0,solo1,annotator1,0
rua3fd422aa6,0,0,0,0,0,0,solo1,annotator1,0
ru1d1737dd97,0,0,0,0,0,0,solo1,annotator1,0
ru462dcc5aa8,0,0,0,0,0,0,solo1,annotator1,0
ruf52e54df5c,0,0,1,0,0,0,solo1,annotator1,0
ru3728fd8527,0,0,0,0,1,0,solo1,annotator1,0
ruf0ab5e626a,0,0,0,0,0,0,solo1,annotator1,0
ru81b4726d1c,0,0,0,0,0,0,solo1,annotator1,0
rube74efec3b,0,0,0,0,0,0,solo1,annotator1,0
rufe04a31cd1,0,0,0,0,0,0,solo1,annotator1,0
ru391392d30b,0,0,0,0,0,0,solo1,annotator1,0
ruef1ab2c4db,0,0,0,0,0,0,solo1,annotator1,0
ru6e3265de4d,0,0,0,0,0,0,solo1,annotator1,0
ruc289f610b7,0,0,0,0,0,0,solo1,annotator1,0
ru65e4e6bc18,0,0,0,0,0,0,solo1,annotator1,0
ru12fada3068,0,0,0,0,0,0,solo1,annotator1,0
ru1d30669599,0,0,0,0,0,0,solo1,annotator1,0
ru6ce6abc77c,0,0,0,0,0,0,solo1,annotator1,0
rua491c34468,0,0,0,0,0,0,solo1,annotator1,0
ru0ad80e1d16,0,0,0,0,0,0,solo1,annotator1,0
ruabbb0ee2f4,0,0,0,0,0,0,solo1,annotator1,0
ru81a830efce,0,0,0,0,0,0,solo1,annotator1,0
ru5ac139c49f,0,0,0,0,0,0,solo1,annotator1,0
ru6c78fac2a2,0,0,0,0,0,0,solo1,annotator1,0
ru64b57d341f,0,0,0,0,0,0,solo1,annotator1,0
ru1496e7c963,0,0,0,0,0,0,solo1,annotator1,0
ru2424490de1,0,0,0,0,0,0,solo1,annotator1,0
rue9ca9ece9c,0,0,0,0,0,0,solo1,annotator1,0
ru40d629545f,0,0,0,0,0,0,solo1,annotator1,0
ru798f205d61,0,0,0,0,0,0,solo1,annotator1,0
rue6ac88c997,0,0,0,0,0,0,solo1,annotator1,0
ru85aab84c48,1,0,0,0,0,0,solo1,annotator1,0
ru3daee4fbfb,1,0,0,0,0,0,solo1,annotator1,0
ru90ba8bd8c8,0,0,0,0,0,0,solo1,annotator1,0
rud3016951b0,0,0,0,0,0,0,solo1,annotator1,0
ru9e6640aba8,0,0,0,0,0,0,solo1,annotator1,0
rue5b620e59d,0,0,0,0,0,0,solo1,annotator1,0
ru56399964b2,0,0,0,0,1,0,solo1,annotator1,0
ru2585a9f069,0,0,0,0,0,0,solo1,annotator1,0
ru2bfd632dec,1,1,0,0,0,0,solo1,annotator1,1
ru3ab39b8181,0,0,0,0,0,0,solo1,annotator1,0
ru8b6e0f0fdd,0,0,1,0,0,0,solo1,annotator1,0
ru3d3467f607,0,0,0,0,0,0,solo1,annotator1,0
ru5096b80438,0,0,0,0,0,0,solo1,annotator1,0
ru3001ada3ab,0,0,0,0,0,0,solo1,annotator1,0
ruc516558fbc,0,0,0,0,0,0,solo1,annotator1,0
ru60e4b407c3,0,0,0,0,0,0,solo1,annotator1,0
ru924c02789b,0,0,0,0,0,0,solo1,annotator1,0
ru6c21c8ad06,0,0,0,0,0,0,solo1,annotator1,0
ruf0ce761094,0,0,0,0,0,0,solo1,annotator1,0
ru48161dde5e,0,0,0,0,0,0,solo1,annotator1,0
ru30297ae5d9,0,0,0,0,0,0,solo1,annotator1,0
ru17ea17524e,0,0,0,0,0,0,solo1,annotator1,0
ru19af7ef230,0,0,0,0,0,0,solo1,annotator1,0
rudfe8f7b8ba,0,0,0,0,0,0,solo1,annotator1,0
ru19a1417541,0,0,0,0,0,0,solo1,annotator1,0
rue26c17bff0,0,0,0,0,0,0,solo1,annotator1,0
ru39f51365fd,0,0,0,0,0,0,solo1,annotator1,0
rudd68d20f24,1,0,0,0,0,0,solo1,annotator1,0
ru0e1096be4c,0,0,0,0,0,0,solo1,annotator1,0
ru908b6715d8,0,0,0,0,0,0,solo1,annotator1,0
ru15c9e756b5,0,0,0,0,0,0,solo1,annotator1,0
ru28e74f02f6,0,0,0,0,0,0,solo1,annotator1,0
ru93e2740de2,0,0,0,0,0,0,solo1,annotator1,0
ru9d0cdcae9a,1,0,0,0,0,0,solo1,annotator1,0
ru9c4b99f5a1,0,0,0,0,0,0,solo1,annotator1,0
ru05ba05d11e,0,0,0,0,0,0,solo2,annotator2,0
ru1061c91eb0,0,0,0,0,0,0,solo2,annotator2,0
rufaa569fedf,0,0,0,0,0,0,solo2,annotator2,0
ruf80a5a67f3,1,0,0,0,0,0,solo2,annotator2,0
ru31c938a0e1,0,1,0,0,0,0,solo2,annotator2,1
ru27ba6ac225,0,0,0,0,0,0,solo2,annotator2,0
rub334213ccb,0,0,0,0,0,1,solo2,annotator2,0
ru322d0f95d3,0,0,0,0,0,0,solo2,annotator2,0
ru97a4ee6c50,0,0,0,0,0,0,solo2,annotator2,0
ru52d11410c4,0,0,0,0,0,0,solo2,annotator2,0
ru8da3ae3ed7,0,0,0,0,0,0,solo2,annotator2,0
ru576aad95b9,0,0,0,0,0,0,solo2,annotator2,0
ru146193a0cb,0,0,0,0,0,0,solo2,annotator2,0
ruf71e4d59eb,0,0,0,0,0,0,solo2,annotator2,0
ru2a08f3ecd1,0,0,0,0,0,0,solo2,annotator2,0
ru6a15f29014,0,0,0,0,0,0,solo2,annotator2,0
ru23a8fd9e40,0,0,0,0,0,0,solo2,annotator2,0
ru5d3ebc791c,1,0,0,0,0,0,solo2,annotator2,0
ru260cfc0ca7,0,0,0,0,0,0,solo2,annotator2,0
ru8253db5484,0,0,0,0,0,0,solo2,annotator2,0
ru40d34f6ec5,0,0,0,0,0,0,solo2,annotator2,0
ru99ee93acc6,1,0,0,0,0,0,solo2,annotator2,0
ru53a2c85b34,0,0,0,0,0,0,solo2,annotator2,0
ru1e89ab049e,0,0,0,0,0,0,solo2,annotator2,0
rubb49d41364,0,0,0,0,0,0,solo2,annotator2,0
ru8d20d62504,0,0,0,0,0,0,solo2,annotator2,0
ru6aaa4edd67,0,0,0,0,0,0,solo2,annotator2,0
ru612392b2f2,0,0,0,0,0,0,solo2,annotator2,0
rufbabd275c8,0,0,0,0,0,0,solo2,annotator2,0
ru35d7f3d9ac,0,0,0,0,0,0,solo2,annotator2,0
ruf90405663a,0,0,0,0,0,0,solo2,annotator2,0
ru3596820c0c,1,0,0,0,0,0,solo2,annotator2,0
rub9c3c0d5d9,0,0,0,0,0,0,solo2,annotator2,0
rufafedb634c,0,0,0,0,0,0,solo2,annotator2,0
ruf6a865e684,0,0,0,0,0,0,solo2,annotator2,0
rud8c9ec4371,0,0,0,0,0,0,solo2,annotator2,0
ru22d49454ef,1,0,0,0,0,0,solo2,annotator2,0
ru4378327d70,0,0,0,0,0,0,solo2,annotator2,0
rua4f6ddb527,0,0,0,0,0,0,solo2,annotator2,0
ru9e7ce6c1f0,0,0,0,0,0,0,solo2,annotator2,0
ru0006107e37,0,0,0,0,0,0,solo2,annotator2,0
ru3823a9381f,0,0,0,0,0,0,solo2,annotator2,0
ru8ab4978683,0,0,0,0,0,0,solo2,annotator2,0
ru7befa5fdaf,0,0,0,0,0,0,solo2,annotator2,0
rua429deb2a7,0,0,0,0,0,0,solo2,annotator2,0
rue646665636,1,0,0,0,0,0,solo2,annotator2,0
ru69f4c256c9,0,0,0,0,0,0,solo2,annotator2,0
ru86c035a571,0,0,0,0,0,0,solo2,annotator2,0
ru07087aa523,0,0,0,0,0,0,solo2,annotator2,0
ru88bdd08382,1,0,1,0,1,1,solo2,annotator2,0
rua0a81168ee,0,0,0,0,0,0,solo2,annotator2,0
rud3ebd73a4e,0,0,0,0,0,0,solo2,annotator2,0
ru9deeac3881,0,0,0,0,0,0,solo2,annotator2,0
ru2bf3af5604,0,0,0,0,0,0,solo2,annotator2,0
ru4e00aadda9,0,0,0,0,0,0,solo2,annotator2,0
ru609eb0cd90,0,0,0,0,0,0,solo2,annotator2,0
rue016241aaa,0,0,0,0,0,0,solo2,annotator2,0
ru1199b91cce,0,0,0,0,0,0,solo2,annotator2,0
rud44efabd9b,0,0,0,0,0,0,solo2,annotator2,0
ruc83e187742,0,0,0,0,0,0,solo2,annotator2,0
ruf54ede98d5,0,0,0,0,0,0,solo2,annotator2,0
ru8042fec610,0,0,0,0,0,0,solo2,annotator2,0
ru3162a6f90b,0,0,0,0,0,0,solo2,annotator2,0
rue7563509f6,0,0,0,0,0,0,solo2,annotator2,0
ru66ed542c10,0,0,0,0,0,0,solo2,annotator2,0
ruf9bd9f7645,1,0,0,0,0,0,solo2,annotator2,0
ru0a9acee506,0,0,0,0,0,0,solo2,annotator2,0
ru2b2f394a42,1,0,0,0,1,0,solo2,annotator2,0
ru5f15705d2f,0,0,0,0,0,0,solo2,annotator2,0
ru4c1fd22921,1,0,0,0,0,0,solo2,annotator2,0
ru267cc6e963,0,0,0,0,0,0,solo2,annotator2,0
ru067c3b80fb,0,0,0,0,0,0,solo2,annotator2,0
ru1293da3554,0,0,0,0,0,0,solo2,annotator2,0
ruc094ccf91e,0,0,1,0,0,0,solo2,annotator2,0
ru1644100694,0,0,0,0,0,0,solo2,annotator2,0
rubbaa699e3d,0,0,0,1,0,0,solo2,annotator2,1
rua513fac570,0,0,0,0,0,0,solo2,annotator2,0
ru44b802edfc,0,0,0,0,0,0,solo2,annotator2,0
rua5938c196b,0,0,0,0,0,0,solo2,annotator2,0
ru49d68e05cc,0,0,0,0,0,0,solo2,annotator2,0
ru0827e81232,1,0,0,0,0,0,solo2,annotator2,0
ru1f20d123d1,0,0,0,0,0,0,solo2,annotator2,0
ru893ab0c69e,0,0,0,0,0,0,solo2,annotator2,0
ru3b08a38ebb,0,0,0,0,0,0,solo2,annotator2,0
ru2a40bebd17,0,0,0,0,0,0,solo2,annotator2,0
rub250c38d6d,0,0,0,0,0,0,solo2,annotator2,0
ru9a5e40908d,1,0,0,0,0,0,solo2,annotator2,0
ruc03037a681,0,0,0,0,0,1,solo2,annotator2,0
rue40b148a11,0,0,0,0,0,0,solo2,annotator2,0
ru4adc4481f1,0,0,0,0,0,0,solo2,annotator2,0
ru1826497176,0,0,0,0,0,0,solo2,annotator2,0
rue338a55d5a,0,0,0,0,0,0,solo2,annotator2,0
rue8b0114ec0,1,0,0,0,0,0,solo2,annotator2,0
ruf7988438ec,0,0,0,0,0,0,solo2,annotator2,0
ru1e50dce342,0,0,1,0,0,0,solo2,annotator2,0
rud2b4a49696,0,0,0,0,0,0,solo2,annotator2,0
ru829221beb0,0,0,0,0,0,0,solo2,annotator2,0
rubd62a7ce7c,0,0,0,0,0,0,solo2,annotator2,0
rua905c53f24,1,0,0,0,0,0,solo2,annotator2,0
rubdfb033ac9,0,0,0,0,0,0,solo2,annotator2,0
ru80c1b9eb8d,0,0,0,0,0,0,solo2,annotator2,0
ru1bb09d02b8,0,0,0,0,0,0,solo2,annotator2,0
rucff6efb3c1,0,0,0,0,0,0,solo2,annotator2,0
rudc35888a69,0,0,0,0,0,0,solo2,annotator2,0
ru25698d7841,0,0,0,0,0,0,solo2,annotator2,0
ru67d35ffef2,0,0,0,0,0,0,solo2,annotator2,0
ruf51d53a770,0,0,0,0,0,0,solo2,annotator2,0
rud82de5f585,0,0,0,0,0,0,solo2,annotator2,0
rube17e367f0,0,0,0,0,0,0,solo2,annotator2,0
ruefb26785fd,0,0,0,0,0,0,solo2,annotator2,0
ru492009a2ab,0,0,0,0,0,0,solo2,annotator2,0
ru0717947803,0,0,0,0,0,0,solo2,annotator2,0
ru62dcd0c60e,0,0,0,0,0,0,solo2,annotator2,0
ruad5b462d85,0,0,0,0,0,0,solo2,annotator2,0
rub7be153df8,0,0,0,0,0,0,solo2,annotator2,0
rub3f3caa36f,0,0,0,0,0,0,solo2,annotator2,0
rucd471fdaa4,0,0,0,0,0,0,solo2,annotator2,0
ru4f5d1859ca,0,0,0,0,0,0,solo2,annotator2,0
rubd1e7dc903,0,0,0,0,0,0,solo2,annotator2,0
ru43779d25ba,0,0,0,0,0,0,solo2,annotator2,0
ru06ffb8f3f9,0,0,0,0,0,0,solo2,annotator2,0
ruf237915827,0,0,0,0,0,0,solo2,annotator2,0
ruf12f54db56,0,0,0,0,1,0,solo2,annotator2,0
rud7fbcb9a4f,1,0,1,0,0,0,solo2,annotator2,0
ru074bc7594d,0,0,0,0,0,0,solo2,annotator2,0
rucd39359732,0,0,0,0,0,0,solo2,annotator2,0
ru87acd806bc,0,0,1,0,0,0,solo2,annotator2,0
rud68590fc02,0,0,0,0,0,0,solo2,annotator2,0
rua91734c76e,0,0,0,0,0,0,solo2,annotator2,0
ruf3c04542d9,0,0,0,0,0,0,solo2,annotator2,0
ru3f9fb84d10,0,0,0,0,0,0,solo2,annotator2,0
ru97589017df,0,0,1,0,0,0,solo2,annotator2,0
rucfe2475b7d,0,0,0,0,0,0,solo2,annotator2,0
ru532d59351c,0,0,0,0,0,0,solo2,annotator2,0
rua86268899e,0,0,0,0,0,0,solo2,annotator2,0
ru33ab1a9bb7,0,0,0,0,0,0,solo2,annotator2,0
ruf20f353d6f,0,0,0,0,0,0,solo2,annotator2,0
ru167bfc08ac,0,0,0,0,0,0,solo2,annotator2,0
ru8965fa48c7,0,0,0,0,0,0,solo2,annotator2,0
ruc4eda084f2,0,0,0,0,0,0,solo2,annotator2,0
rufdaf594688,0,0,1,0,0,0,solo2,annotator2,0
rue7dca8af28,0,0,0,0,0,0,solo2,annotator2,0
ruc35986e5d2,1,0,1,0,1,0,solo2,annotator2,0
ru383982530b,0,0,0,0,0,0,solo2,annotator2,0
ru4c8276eb95,0,0,0,0,0,0,solo2,annotator2,0
ru429cf01640,0,0,0,0,0,0,solo2,annotator2,0
ru709f1f0031,0,0,0,0,0,0,solo2,annotator2,0
ru3d551668ab,0,0,0,0,0,0,solo2,annotator2,0
ru58c3e2bca6,0,0,0,0,0,0,solo2,annotator2,0
ru56eafabdfa,0,0,0,0,0,0,solo2,annotator2,0
