tweet_id,ig_outgroup,grievance,mobilization,threat,dehumanization,fold
ru2bfd632dec,1,0,0,0,1,train
ru3ab39b8181,0,0,0,0,0,train
ru8b6e0f0fdd,0,1,0,0,0,val
ru3d3467f607,0,0,0,0,0,train
ru5096b80438,0,0,0,0,0,train
ru3001ada3ab,0,0,0,0,0,train
ruc516558fbc,0,0,0,0,0,val
ru60e4b407c3,0,0,0,0,0,train
ru924c02789b,0,0,0,0,0,train
ru6c21c8ad06,0,0,0,0,0,train
ruf0ce761094,0,0,0,0,0,train
ru48161dde5e,0,0,0,0,0,val
ru30297ae5d9,0,0,0,0,0,val
ru17ea17524e,0,0,0,0,0,train
ru19af7ef230,0,0,0,0,0,train
rudfe8f7b8ba,0,0,0,0,0,train
ru19a1417541,0,0,0,0,0,train
rue26c17bff0,0,0,0,0,0,train
ru39f51365fd,0,0,0,0,0,val
rudd68d20f24,1,0,0,0,0,train
ru0e1096be4c,0,0,0,0,0,train
ru908b6715d8,0,0,0,0,0,train
ru15c9e756b5,0,0,0,0,0,train
ru28e74f02f6,0,0,0,0,0,train
ru93e2740de2,0,0,0,0,0,train
ru9d0cdcae9a,1,0,0,0,0,train
ru9c4b99f5a1,0,0,0,0,0,val
ru05ba05d11e,0,0,0,0,0,val
ru1061c91eb0,0,0,0,0,0,train
rufaa569fedf,0,0,0,0,0,train
ruf80a5a67f3,1,0,0,0,0,train
ru31c938a0e1,0,0,0,0,1,val
ru27ba6ac225,0,0,0,0,0,train
rub334213ccb,0,0,0,1,0,val
ru322d0f95d3,0,0,0,0,0,train
ru97a4ee6c50,0,0,0,0,0,train
ru52d11410c4,0,0,0,0,0,val
ru8da3ae3ed7,0,0,0,0,0,train
ru576aad95b9,0,0,0,0,0,train
ru146193a0cb,0,0,0,0,0,train
ruf71e4d59eb,0,0,0,0,0,val
ru2a08f3ecd1,0,0,0,0,0,train
ru6a15f29014,0,0,0,0,0,train
ru23a8fd9e40,0,0,0,0,0,train
ru5d3ebc791c,1,0,0,0,0,val
ru260cfc0ca7,0,0,0,0,0,val
ru8253db5484,0,0,0,0,0,train
ru40d34f6ec5,0,0,0,0,0,train
ru99ee93acc6,1,0,0,0,0,train
ru53a2c85b34,0,0,0,0,0,train
ru1e89ab049e,0,0,0,0,0,train
rubb49d41364,0,0,0,0,0,val
ru8d20d62504,0,0,0,0,0,train
ru6aaa4edd67,0,0,0,0,0,train
ru612392b2f2,0,0,0,0,0,train
rufbabd275c8,0,0,0,0,0,train
ru35d7f3d9ac,0,0,0,0,0,train
ruf90405663a,0,0,0,0,0,train
ru3596820c0c,1,0,0,0,0,train
rub9c3c0d5d9,0,0,0,0,0,train
rufafedb634c,0,0,0,0,0,train
ruf6a865e684,0,0,0,0,0,train
rud8c9ec4371,0,0,0,0,0,train
ru22d49454ef,1,0,0,0,0,train
ru4378327d70,0,0,0,0,0,train
rua4f6ddb527,0,0,0,0,0,train
ru9e7ce6c1f0,0,0,0,0,0,val
ru0006107e37,0,0,0,0,0,train
ru3823a9381f,0,0,0,0,0,val
ru8ab4978683,0,0,0,0,0,train
ru7befa5fdaf,0,0,0,0,0,train
rua429deb2a7,0,0,0,0,0,train
rue646665636,1,0,0,0,0,train
ru69f4c256c9,0,0,0,0,0,train
ru86c035a571,0,0,0,0,0,train
ru07087aa523,0,0,0,0,0,train
ru88bdd08382,1,1,1,1,0,val
rua0a81168ee,0,0,0,0,0,val
rud3ebd73a4e,0,0,0,0,0,train
ru9deeac3881,0,0,0,0,0,train
ru2bf3af5604,0,0,0,0,0,train
ru4e00aadda9,0,0,0,0,0,val
ru609eb0cd90,0,0,0,0,0,train
rue016241aaa,0,0,0,0,0,train
ru1199b91cce,0,0,0,0,0,train
rud44efabd9b,0,0,0,0,0,train
ruc83e187742,0,0,0,0,0,train
ruf54ede98d5,0,0,0,0,0,train
ru8042fec610,0,0,0,0,0,train
ru3162a6f90b,0,0,0,0,0,train
rue7563509f6,0,0,0,0,0,train
ru66ed542c10,0,0,0,0,0,val
ruf9bd9f7645,1,0,0,0,0,train
ru0a9acee506,0,0,0,0,0,train
ru2b2f394a42,1,0,1,0,0,train
ru5f15705d2f,0,0,0,0,0,train
ru4c1fd22921,1,0,0,0,0,train
ru267cc6e963,0,0,0,0,0,val
ru067c3b80fb,0,0,0,0,0,train
ru1293da3554,0,0,0,0,0,train
ruc094ccf91e,0,1,0,0,0,train
ru1644100694,0,0,0,0,0,train
rubbaa699e3d,0,0,0,0,0,train
rua513fac570,0,0,0,0,0,train
ru44b802edfc,0,0,0,0,0,train
rua5938c196b,0,0,0,0,0,train
ru49d68e05cc,0,0,0,0,0,val
ru0827e81232,1,0,0,0,0,train
ru1f20d123d1,0,0,0,0,0,train
ru893ab0c69e,0,0,0,0,0,train
ru3b08a38ebb,0,0,0,0,0,train
ru2a40bebd17,0,0,0,0,0,val
rub250c38d6d,0,0,0,0,0,train
ru9a5e40908d,1,0,0,0,0,val
ruc03037a681,0,0,0,1,0,train
rue40b148a11,0,0,0,0,0,train
ru4adc4481f1,0,0,0,0,0,train
ru1826497176,0,0,0,0,0,train
rue338a55d5a,0,0,0,0,0,train
rue8b0114ec0,1,0,0,0,0,train
ruf7988438ec,0,0,0,0,0,train
ru1e50dce342,0,1,0,0,0,train
rud2b4a49696,0,0,0,0,0,train
ru829221beb0,0,0,0,0,0,train
rubd62a7ce7c,0,0,0,0,0,train
rua905c53f24,1,0,0,0,0,train
rubdfb033ac9,0,0,0,0,0,train
ru80c1b9eb8d,0,0,0,0,0,val
ru1bb09d02b8,0,0,0,0,0,val
rucff6efb3c1,0,0,0,0,0,train
rudc35888a69,0,0,0,0,0,train
ru25698d7841,0,0,0,0,0,train
ru67d35ffef2,0,0,0,0,0,train
ruf51d53a770,0,0,0,0,0,train
rud82de5f585,0,0,0,0,0,train
rube17e367f0,0,0,0,0,0,train
ruefb26785fd,0,0,0,0,0,train
ru492009a2ab,0,0,0,0,0,train
ru0717947803,0,0,0,0,0,train
ru62dcd0c60e,0,0,0,0,0,train
ruad5b462d85,0,0,0,0,0,train
rub7be153df8,0,0,0,0,0,val
rub3f3caa36f,0,0,0,0,0,train
rucd471fdaa4,0,0,0,0,0,train
ru4f5d1859ca,0,0,0,0,0,train
rubd1e7dc903,0,0,0,0,0,train
ru43779d25ba,0,0,0,0,0,train
ru06ffb8f3f9,0,0,0,0,0,train
ruf237915827,0,0,0,0,0,train
ruf12f54db56,0,0,1,0,0,train
rud7fbcb9a4f,1,1,0,0,0,train
ru074bc7594d,0,0,0,0,0,train
rucd39359732,0,0,0,0,0,train
ru87acd806bc,0,1,0,0,0,train
rud68590fc02,0,0,0,0,0,train
rua91734c76e,0,0,0,0,0,train
ruf3c04542d9,0,0,0,0,0,train
ru3f9fb84d10,0,0,0,0,0,train
ru97589017df,0,1,0,0,0,train
rucfe2475b7d,0,0,0,0,0,train
ru532d59351c,0,0,0,0,0,train
rua86268899e,0,0,0,0,0,train
ru33ab1a9bb7,0,0,0,0,0,val
ruf20f353d6f,0,0,0,0,0,train
ru167bfc08ac,0,0,0,0,0,train
ru8965fa48c7,0,0,0,0,0,train
ruc4eda084f2,0,0,0,0,0,train
rufdaf594688,0,1,0,0,0,train
rue7dca8af28,0,0,0,0,0,train
ruc35986e5d2,1,1,1,0,0,train
ru383982530b,0,0,0,0,0,train
ru4c8276eb95,0,0,0,0,0,train
ru429cf01640,0,0,0,0,0,train
ru709f1f0031,0,0,0,0,0,train
ru3d551668ab,0,0,0,0,0,train
ru58c3e2bca6,0,0,0,0,0,val
ru56eafabdfa,0,0,0,0,0,train
ru135d9629da,0,0,0,0,0,train
ruf69d3d93f1,1,0,0,0,0,train
ru8d18cc6545,0,0,0,0,0,val
ru4a676fc220,0,1,0,0,0,train
ru4b164fb74f,0,0,0,0,0,train
ru06e8d5e7e0,0,0,0,0,0,train
rue89d74d7e8,0,0,0,0,0,train
ru99dc3ff9da,0,0,0,0,0,train
ru8b9c109d18,0,0,0,0,0,train
ru24a27ee924,0,0,0,0,0,train
ru324e834ef0,0,0,0,0,0,train
ruc6a83951fe,0,0,0,0,0,train
ru426a814e27,0,0,0,0,0,train
rueb7e95f189,0,0,0,0,0,train
rudb3685e8d9,0,0,0,0,1,train
ruc356208537,0,0,0,0,0,train
rub0ca7d44d4,0,0,0,0,0,train
ru6d3797fb6e,0,0,0,0,0,train
ru43dc6e9d4d,0,0,0,0,0,train
ruecf0fd4b66,0,0,0,0,0,train
ru3ba9c34367,0,0,0,0,0,train
ru3829d3b1c0,0,0,0,0,0,train
ruc642551085,1,1,0,0,0,train
ru64b59638c9,0,0,0,0,1,train
ru51d8f25aac,0,0,0,0,0,val
rufdcc24a335,0,0,0,0,0,train
ruf8bc45481b,0,0,0,0,0,train
ru43d53c197e,0,0,0,0,0,train
ruc5ae98bd8c,0,0,0,0,0,train
ru9a7de11b33,0,0,0,0,0,train
rue3944f4e0c,0,0,0,0,0,train
ru62fed438df,0,0,0,0,0,train
ru525fcc24fa,0,0,0,0,0,train
rue4e9ce6c7a,0,0,0,0,0,train
ru6bcfe58c29,0,0,0,0,0,val
ru2a2f84d490,0,0,0,0,0,train
rub6b37d14c9,0,0,0,0,0,train
rub79f44126c,0,0,0,0,0,val
ru74ea25c7aa,0,0,0,0,0,val
ru6443081efc,0,0,0,0,0,val
ru4be3ebe7b1,0,0,0,0,0,train
ru45f482a680,0,0,0,0,0,train
ru184824afd9,0,0,0,0,0,train
ru42ec0cb2c0,0,0,0,0,0,train
ru10a35b3d62,1,0,0,0,0,train
rue40014ca1c,0,0,0,0,0,train
ruad581d382d,1,0,0,0,0,train
rubc28376ba3,0,0,0,0,0,train
ru8e3c69dc64,0,0,0,0,0,train
rue900ba0725,0,0,0,0,0,val
ruaf93ebf4e8,0,0,0,0,0,train
ru6092161719,0,0,0,0,0,val
rub0ce080a1f,0,0,0,0,0,train
rua7825c7c7b,0,0,0,0,0,train
ru8c8a841fd0,0,0,0,0,0,train
rufeac94a908,1,0,0,0,0,val
ru0bd0bdd85b,0,0,0,0,0,train
ru16bb27bd64,0,0,0,0,0,train
rua2ad760777,1,0,0,0,0,train
ru9b81897d06,0,0,0,0,0,val
ru3b47f5cddc,0,0,0,0,0,train
ru7c761f79e3,0,0,0,0,0,train
ru45163fb642,0,0,0,0,0,val
ru3ef0803695,1,0,0,0,0,train
ru2393ca0b1a,0,0,0,0,0,train
ru9b4cec72e4,0,0,0,0,0,train
rucdba778df3,1,1,0,0,0,train
rufb623156b1,1,0,0,0,0,train
ru6a0fffce08,0,0,0,0,0,train
rub9b27917f6,0,0,0,0,0,train
ru66a6f2e2ab,0,0,0,0,0,train
ru475d03840e,0,0,0,0,0,train
rub182566945,0,0,0,0,0,train
ruc1443d8ecc,0,0,0,0,0,train
ru254a2db3a1,0,0,0,0,0,train
ru90f7888e7d,0,0,0,0,0,train
ruab05e95e8c,0,0,0,0,0,train
ru2b2623b5cc,0,0,0,0,0,val
rua84def13c3,0,0,0,0,0,val
ru1d882f1513,0,0,0,0,0,train
rua537d2db43,0,0,0,0,0,val
ru6dd5c9b65f,0,0,0,0,0,train
ruc37303d6ef,0,0,0,0,0,val
ru981d04a0c9,0,0,0,0,0,train
ru63d8551c62,0,0,0,0,0,val
rub83ebfcf30,0,0,0,0,0,train
ru1e71194256,0,0,0,0,0,val
ru7ff0f6362f,0,0,0,0,0,train
ruf6371a5a96,0,0,0,0,0,train
ru2121068f0f,0,0,0,0,0,train
ru88f882ad08,0,0,0,0,0,train
rud7147b4a0e,0,1,0,0,0,train
ru2adf09f04b,0,0,0,0,0,train
ru70d4ad1bb2,0,0,0,0,0,train
rue374c39afa,0,0,0,0,0,train
rub59975f330,1,0,0,0,0,train
ru3d3a6c280b,1,0,0,0,0,train
ru7ad1eee42b,1,0,0,0,0,train
rudde49dc32c,1,0,0,0,0,train
ru8f12e9ea79,0,0,0,0,0,train
ru0a314f671f,0,0,0,0,0,train
ru6fc7a28938,1,1,0,0,0,train
ruf0ccbd6e7f,0,0,1,0,0,val
rua88253e303,0,0,0,0,0,train
ru25535af8ac,0,0,0,0,0,train
ru46dc342f71,0,0,0,0,0,train
rua55dc8cb15,0,0,0,0,0,train
ruc19e0b2aaa,0,0,0,0,0,train
ru31ba4e1208,0,0,0,0,1,train
ru3db3408be3,0,0,0,0,0,train
ru32edc335a6,0,0,0,0,0,train
rua9ed07b282,1,0,0,0,0,train
ru83bbe7d482,0,0,0,0,0,train
ru598d58be5c,0,0,0,0,0,train
ru73c13439e3,0,0,0,0,0,train
ruf890f324a5,0,0,1,0,0,train
ru76c3650c35,0,0,0,0,0,train
ruf74560453d,0,1,0,0,0,val
ru60832f7403,1,1,0,0,0,train
rud1d3c46b7d,0,0,0,0,0,val
ru305f74831d,0,0,0,0,0,train
rua57bf80331,1,0,0,0,0,train
ru8906b08128,0,0,0,0,0,train
ru93ba4de118,0,0,0,0,0,train
ru848cafd89c,0,0,0,0,0,train
rub9a2c7e89d,0,0,0,0,0,train
ru882a964867,0,0,0,0,0,train
ruf06118d89e,0,0,0,0,0,val
rud392fc31f4,0,0,0,0,0,train
rua523befa81,0,0,0,0,0,val
ru28fb2a2f8e,0,0,0,0,0,train
ru2aa2170769,0,0,0,0,0,train
ru8e8a9952d5,0,0,1,1,0,train
ru6398a8e06c,0,0,0,0,0,train
ruf5db7ed2c6,0,0,0,0,0,train
ru3b06a9af41,0,0,0,0,0,train
rubf2211f82a,0,0,0,0,0,val
ru15e0fc93f6,0,0,0,0,0,train
ruda3a6ea9f6,0,1,0,0,0,train
ru78feb9766a,1,0,0,0,0,val
ruf0374fb0bc,1,0,0,0,0,train
rue595009ef8,0,0,0,0,0,train
rud6ba92488d,0,0,0,0,0,train
ru7bfb2d6ec9,0,1,0,0,0,train
ru0d4ed66bba,0,0,0,0,0,train
ru52ecaa464c,0,0,0,0,0,train
rud36c3616d2,0,0,0,0,0,train
rue310a07258,0,0,0,0,0,train
ru2a5a3a471e,0,0,0,0,0,train
ru05db7eb99a,0,0,0,0,0,train
rub5b1538160,0,1,0,0,0,train
ru7ac1fc55e0,0,0,0,0,0,train
ru3d979884a3,1,1,0,0,0,train
ru2c0cfd22c6,0,0,0,0,0,train
ru292f3f566d,0,0,0,0,0,train
ru5975b316f1,0,0,0,0,0,train
ruf070b60be7,0,0,0,0,0,train
ru291c05a703,0,0,0,0,0,train
ru4e2b208189,0,0,0,0,0,train
ruf3fb830866,1,1,1,0,0,train
ru129a3b76eb,0,0,0,0,0,train
ru0a49210eb0,0,0,0,0,0,train
ruaed1c7938c,0,0,0,0,0,train
ruc7ad4ac638,0,0,0,0,0,train
ruad703ad347,0,0,0,0,0,train
ru57b927e8fe,0,0,0,0,0,val
ru53c40fd2ba,0,0,0,0,0,train
ru903a1eb3dc,0,0,0,0,0,val
rudcd087605c,0,0,0,0,0,train
ruc136b175dd,0,0,0,0,0,val
rue83d7bbcc2,0,0,0,0,0,train
ru1179eebb13,0,0,0,0,0,val
rua23f22ca46,0,0,0,0,1,train
ru1c4041c08b,0,0,0,0,0,train
ru89b7e372b4,0,0,0,0,0,train
rub9da4b6813,0,0,0,0,0,train
rucb6acd8207,1,0,0,0,0,train
ru86ebe68a05,0,0,0,0,0,train
rue370e4edd6,0,0,0,0,0,test
ru1403ad041e,0,0,0,0,0,test
ru8a19a79bd4,0,0,0,0,0,train
ru70c3e2de5e,0,0,0,0,0,val
ru3155d2737c,0,0,0,0,0,train
ru9f5256ad83,0,0,0,0,0,test
ruc4a864cbe1,0,0,0,0,0,train
ru0be1f80e66,0,0,0,0,0,train
ru72fa32370c,0,0,0,0,0,val
rucdec6d775e,0,0,0,0,0,train
rufb95eaf66f,0,0,0,0,0,train
ru284d11683e,0,0,0,0,0,train
rue2f0b7e1bc,0,0,0,0,0,train
rud95f6b9e22,0,0,0,0,0,test
rueff4c44ec8,0,0,0,0,0,train
ru46148d5cc9,0,0,0,0,0,val
ru90532e9d61,0,0,0,0,0,train
ru777d3ef624,0,0,0,0,0,test
ru83af57dd33,0,0,0,0,0,test
rud98bc7fede,0,0,0,0,0,train
rud3a9a44b08,0,0,0,0,0,test
ru5bf482375e,0,0,0,0,0,test
ru494ac40657,0,0,0,0,0,val
ru267c21f6df,0,0,0,0,0,train
rua745ac2039,0,0,0,0,0,train
ru618c7f99bf,0,0,0,0,0,test
ruc05889f88a,0,0,0,0,0,train
ruc4ee4ec1aa,0,0,0,0,0,train
ruef6863e589,0,0,0,0,0,train
ruf5b1732bcc,0,0,0,0,0,train
ru85211a3fdf,0,0,0,0,0,train
ru1b67351665,0,0,0,0,0,test
ru4bb1358b4a,0,0,0,0,0,train
ru1f14216166,0,0,0,0,0,train
ru6e30298356,0,0,0,0,0,train
ru0650e84e2e,0,0,0,0,0,train
ruaccf47eebe,0,0,0,0,0,test
rua995185041,0,0,0,0,0,train
ru8c52962f5c,0,0,0,0,0,train
rucd1e657897,1,0,0,0,0,val
ru466616703e,0,0,1,1,0,val
rue44e2ac2fa,0,0,0,0,0,train
ru056d70f12d,0,0,0,0,0,test
rub592ec9417,0,0,0,0,0,train
ru95c4b91688,0,0,0,0,0,train
rue3a664b98c,0,0,0,0,0,train
ru18ff1bd1ea,0,0,0,0,0,test
rue0b66e97c5,1,0,0,0,0,test
ru812a9b5ead,0,0,0,0,0,test
ru76a7c912e4,0,0,0,0,0,test
rud18f3fde2c,0,0,0,0,0,test
rudb0e8db447,0,0,0,0,0,val
ru6ca583495a,0,0,0,0,0,val
rua8117627a9,0,0,0,0,0,train
ru3be07c0b6a,0,0,0,0,0,test
ru0bce59b9ec,0,0,0,0,0,val
ru4d84b09637,0,0,0,0,0,train
ruf17b2a442b,0,0,0,0,0,test
ru29795c6ddf,0,0,0,0,0,train
rud055b4c6d6,0,0,0,0,0,train
rubc370e18ff,0,0,0,0,0,train
ru64b87f5881,0,0,0,0,0,test
rubf887dfb4d,0,0,0,0,0,train
ru65717659bc,0,0,0,0,0,train
ru0ef9d19b7f,0,0,0,0,0,train
rufae0283c67,0,0,0,0,0,train
rua86bbf293a,0,0,0,0,0,val
rueded6bf893,0,0,0,0,0,train
ru8a6d4ba3c7,0,0,0,0,0,train
ruc445ea34ea,0,0,0,0,0,train
ru26c99f95a8,0,0,0,0,0,test
ru113b76eadf,0,0,0,0,0,train
rudb60ea4495,0,0,0,0,0,train
ruddc29fca14,0,0,0,0,0,train
ru3cde45e6dc,0,0,0,0,0,train
rufa352211a9,0,0,0,0,0,train
ru7415f1430b,0,0,0,0,0,train
rue1c88f5c0d,0,1,0,0,0,train
ru653fba5868,0,0,0,0,0,train
rubcbabb1992,0,0,0,0,0,train
ru603940180b,1,0,0,0,0,train
ru987baaa8db,0,0,0,0,0,train
rudd60271e98,0,0,0,0,0,test
ru3e07ee3593,0,0,0,0,0,train
ru45f446bd44,0,0,0,0,0,test
rub3874ffec5,0,0,0,0,0,test
ru4be8bd4a3c,0,0,0,0,0,train
ru8aedac4886,0,0,0,0,0,val
ru9fb1eb0bea,0,0,0,0,0,train
ru65d65fe9ea,0,0,0,0,0,train
ru6704d0b65b,0,0,0,0,0,test
ru9de794b72e,0,0,0,0,0,test
ru58f70c4dbd,0,0,0,0,0,val
ru4b9c161141,1,0,0,0,0,test
ru372e4ba0dc,0,0,0,0,0,train
ru4261a9e980,0,0,0,0,0,train
ru31508beda1,0,0,0,0,0,train
ruc418ec88af,0,0,0,0,0,val
rufcbc557355,0,0,0,0,0,train
ru5b90d63a13,0,0,0,0,0,test
ru3cd89ebce8,0,0,0,0,0,train
ru66389fdaac,0,0,0,0,0,test
rued71131479,0,0,0,0,0,train
ru4e6fca5b72,0,0,0,0,0,train
ru9bac0e418b,0,0,0,0,0,train
ru0234115148,0,0,1,1,0,val
ru3dfeaa9c21,0,0,0,0,0,train
ruef63fbe5ed,0,0,0,0,0,train
ruace3b11f25,1,0,0,0,0,train
rucf1264218c,0,0,0,0,0,train
rudbdee6c407,0,0,0,0,0,train
ru60579f1a2d,0,0,0,0,0,train
ru4584372bb0,0,0,0,0,0,train
rue82acb9b45,0,0,0,0,0,test
ru249614b260,0,0,0,0,0,val
ruf1d177ff7d,0,0,0,0,0,val
ruf67f9670d2,0,0,0,0,0,test
ru054e20ba60,0,0,0,0,0,val
ru1746669db1,0,0,0,0,0,test
rud03e1528c1,0,0,0,0,0,test
rue67842569d,0,0,0,0,0,train
ru0ba1d92521,0,0,1,1,0,test
ru11a37c6913,1,1,0,0,0,test
rud81530f549,0,0,0,0,0,train
ru0ec0f15d61,0,0,0,0,0,train
ru980a71caa0,0,0,0,0,0,train
rue383a6c677,0,0,0,0,0,train
ru53e09aefbe,0,0,0,0,0,train
ruc0700bbb05,0,0,0,0,0,train
ru937a7997a4,0,0,0,0,0,train
ru173c693ac7,0,0,0,0,0,train
ru62f04f4f87,0,0,0,0,0,train
rucde372001d,0,0,0,0,0,train
ru954dab14d4,0,0,0,0,0,train
rufbb43504ac,0,0,0,0,0,train
rua6b5e3cc21,0,0,0,0,0,train
rucdb84fc587,0,0,0,0,0,test
ru39d18311b0,0,0,0,0,0,train
ru1d6b63ce69,0,0,0,0,0,train
ru9cbc4c798c,1,1,0,0,0,train
ru9bfcc4315f,0,0,0,0,0,val
ru6121e7d1bd,0,0,0,0,0,train
rua62dbae268,0,0,0,0,0,train
ru1c63d378cd,0,0,1,1,0,train
ru5e3a7329dc,0,0,0,0,0,test
ru77ee44349e,1,0,0,0,0,test
ru0594910038,0,0,0,0,0,train
ru85b5c80c1b,0,0,0,0,0,train
rud8baaeb77d,0,0,0,0,0,train
ruafe8a758d1,1,0,0,0,0,test
ru8a3643c53c,0,0,0,0,0,test
ru936fc0d8e0,0,0,0,0,0,test
ru395e4c1dd6,0,0,0,0,0,train
rudbefa0678c,1,0,0,0,0,train
ruf7d8b32219,0,0,0,0,0,train
ru7862e019d3,0,0,0,0,0,test
ruc2b1f1c0b4,0,0,0,0,0,train
ru8556030e9f,0,1,0,0,0,train
ruc1315979e1,0,0,0,0,0,test
ruf204ec1bd7,0,0,1,0,0,train
ru335bfb0d2c,0,0,0,0,0,train
rufd04042254,0,0,0,0,0,train
ru31192a9454,0,0,0,0,0,test
ru774eca5ce9,0,0,0,0,0,train
ruc1400ebce1,0,0,0,0,0,test
ru61fa871fc3,0,0,0,0,0,train
rubd4953e31e,0,0,0,0,0,train
ru5c5e8ba86c,0,0,0,0,0,test
ru3dbf7a152f,0,0,0,0,0,train
rua15e7034ba,1,0,0,0,0,train
rucff44272a8,0,0,0,0,0,train
ru0e10f9babc,0,0,0,0,0,train
rucb1f5cef86,0,1,0,0,0,train
rudebe01d447,1,1,0,0,0,train
ru5539294a71,0,0,0,0,0,train
ru3a8181c038,0,0,0,0,0,train
ru6d0d4c7892,0,0,0,0,0,train
rucd26bf06dd,0,0,0,0,0,train
ru42e23d6b75,0,0,0,0,0,train
ru3bed4cd9fe,0,0,0,0,0,val
rueef139fa92,0,0,0,0,0,train
rue6540c0bb8,0,0,0,0,0,train
ru2694941f0c,0,0,0,1,0,train
ruffa5c8dc5a,0,0,0,0,0,val
ru2015a6173b,1,0,0,0,0,train
ru0cf3e32706,0,0,0,0,0,train
ru53264c9a1a,0,0,0,0,0,train
ru9c7f6c0d39,0,0,0,0,0,train
ru166eb1f0a9,0,0,0,0,0,train
ruaf4b14c98f,0,0,0,0,0,train
rudcc314ecf8,0,0,0,0,0,train
ruc52d42d777,0,0,0,0,0,train
rub03606a54f,0,0,0,0,0,train
ru7bc4acd724,0,0,0,0,0,train
ru6b4b9a36ba,1,1,0,0,0,train
ruabbe12acda,0,0,0,0,0,train
ru2ae4ec894e,0,0,0,0,0,train
ruc5f55769c2,0,0,0,0,0,train
ruffe8ba2110,0,0,0,0,0,test
ru736c6a24e5,0,0,0,0,0,train
ruca7048ac27,0,0,0,0,0,test
ruca11b651d1,0,0,0,0,0,val
ru4fbda32c30,0,0,0,0,0,test
ru9928bdc088,0,0,0,0,0,test
ru04ab28b5bb,1,0,0,0,0,val
ruf51cb45624,0,0,0,0,0,train
rufa6d9fc369,1,0,0,0,0,val
ruf2567b0237,0,0,0,0,0,train
ruda1ca2110f,0,0,0,0,0,test
ru5411f5d3ce,0,0,0,0,0,train
ru0cb1cfb914,0,0,0,0,0,train
ru2c79381e65,0,0,0,0,0,train
ru6dbded980d,0,0,0,0,0,train
rubbe48b71ac,0,0,0,0,0,test
ru1b3aba21d4,1,0,0,0,0,train
ru9e14a8c507,0,0,0,0,0,test
rufb97885e42,0,0,0,0,0,val
ru987aac8624,0,0,0,0,0,train
ru7107c166a5,0,0,0,0,0,test
ru74eef57af1,0,0,0,0,0,train
ru15eaa5be00,0,0,0,0,0,test
ru5057849dcd,1,0,0,0,0,train
ru6a0b1caecd,0,0,0,0,0,train
ru8e6c56536d,0,0,0,0,0,train
ruc38c71d59f,0,0,0,0,0,train
ru6936805aee,0,0,0,0,0,train
ru7c437a459b,1,0,0,0,0,train
rud3edfac130,0,0,0,0,0,test
ru90f0d38e98,0,0,0,0,0,test
ru22e9fde894,1,0,0,0,0,train
ru5eea089802,0,0,0,0,0,train
ru520d18687f,0,0,0,0,0,train
rue700969184,0,0,0,0,0,train
ru4c25014b46,0,0,0,1,0,test
ru9ad208e115,0,0,0,0,0,test
ruc9645d4f6e,0,0,0,0,0,train
ru22f3f7148e,0,0,0,0,0,val
ru66c2f2a17b,0,0,0,0,0,train
rub711a60c33,1,0,0,0,0,train
ru1c64000ec6,0,0,0,0,0,test
ruea02446e71,0,0,0,0,0,train
ru6eacc563c3,0,0,0,0,0,train
ru28ecd15b44,0,0,0,0,0,train
ru00e1412589,0,0,0,0,0,train
ru3f2724c20a,0,0,0,0,0,train
ruaee060028e,0,0,0,0,0,train
ru5e3809cf59,0,0,0,0,0,train
rude6a7085fc,0,0,0,0,0,test
ruc9dc3fca7c,0,0,0,0,0,train
ru94e6270434,0,0,0,0,0,test
ru3443ed716f,0,0,0,0,0,test
ru330dd86e47,0,0,0,0,0,train
ru1e70add771,0,0,0,0,0,train
ruc7e18ed5f6,0,0,0,0,0,train
ru2074b27ab6,1,0,0,0,0,train
ru62341a45b0,0,0,0,0,0,train
rua7ac481201,1,0,1,0,0,test
ru9ab70ac489,0,0,0,0,0,test
ru5970760db9,0,0,0,0,0,train
ru0fd966afb4,0,0,0,0,0,test
ru32c80c9764,0,0,0,0,0,train
ru1a3f4256a3,0,0,0,0,0,train
rub52c656e91,0,0,0,0,0,train
ru71a9156ca5,1,0,0,0,0,train
ru8b86312843,0,0,0,0,0,train
ru36af88aa10,0,0,0,0,0,train
rua8c98ab4e3,0,0,0,0,0,train
ru5da47af87b,0,0,0,0,0,train
ru8d37cd366b,0,0,0,0,0,train
ru7d889f8dd1,0,0,0,0,0,train
ru17a4599b9b,0,0,0,0,0,train
ru08273f4849,1,0,0,0,0,test
rua404a2b2f0,0,0,0,0,0,test
ruc2d8215fda,0,0,1,1,0,train
ru2ee254e8a8,0,1,0,0,0,val
ru79f0b48837,0,0,0,0,0,train
ruf622aa34de,0,0,0,0,0,train
rucdba365ba6,0,0,0,0,0,train
rua32bc4b29d,0,0,0,0,0,train
ru5188c17c56,1,0,0,0,0,train
ru60a7ebd372,0,0,0,0,0,train
ru4fcf166eb0,1,0,0,0,0,test
ru93f886a84f,0,0,0,0,0,train
rub10390a2a9,1,0,1,1,0,train
rue345d6b23f,0,0,0,0,0,train
ru402c7c806d,0,0,0,0,0,train
ru77ceeaeed3,0,0,0,0,0,train
ru470191f311,0,0,0,0,0,test
rua92086ef4e,0,0,0,0,0,train
ruc764bc42ba,0,0,1,1,0,train
ru49e02babb6,0,0,0,0,0,train
ru5c3e429e8c,1,0,0,0,0,train
rue1c7812893,0,0,0,0,0,test
