tweet_id,fold
ru2c79381e65,train
ru6dbded980d,train
rubbe48b71ac,test
ru1b3aba21d4,train
ru9e14a8c507,test
rufb97885e42,val
ru987aac8624,train
ru7107c166a5,test
ru74eef57af1,train
ru15eaa5be00,test
ru5057849dcd,train
ru6a0b1caecd,train
ru8e6c56536d,train
ruc38c71d59f,train
ru6936805aee,train
ru7c437a459b,train
rud3edfac130,test
ru90f0d38e98,test
ru22e9fde894,train
ru5eea089802,train
ru520d18687f,train
rue700969184,train
ru4c25014b46,test
ru9ad208e115,test
ruc9645d4f6e,train
ru22f3f7148e,val
ru66c2f2a17b,train
rub711a60c33,train
ru1c64000ec6,test
ruea02446e71,train
ru6eacc563c3,train
ru28ecd15b44,train
ru00e1412589,train
ru3f2724c20a,train
ruaee060028e,train
ru5e3809cf59,train
rude6a7085fc,test
ruc9dc3fca7c,train
ru94e6270434,test
ru3443ed716f,test
ru330dd86e47,train
ru1e70add771,train
ruc7e18ed5f6,train
ru2074b27ab6,train
ru62341a45b0,train
rua7ac481201,test
ru9ab70ac489,test
ru5970760db9,train
ru0fd966afb4,test
ru32c80c9764,train
ru1a3f4256a3,train
rub52c656e91,train
ru71a9156ca5,train
ru8b86312843,train
ru36af88aa10,train
rua8c98ab4e3,train
ru5da47af87b,train
ru8d37cd366b,train
ru7d889f8dd1,train
ru17a4599b9b,train
ru08273f4849,test
rua404a2b2f0,test
ruc2d8215fda,train
ru2ee254e8a8,val
ru79f0b48837,train
ruf622aa34de,train
rucdba365ba6,train
rua32bc4b29d,train
ru5188c17c56,train
ru60a7ebd372,train
ru4fcf166eb0,test
ru93f886a84f,train
rub10390a2a9,train
rue345d6b23f,train
ru402c7c806d,train
ru77ceeaeed3,train
ru470191f311,test
rua92086ef4e,train
ruc764bc42ba,train
ru49e02babb6,train
ru5c3e429e8c,train
rue1c7812893,test
rub7e7360dff,test
ru24b4c77be7,train
ru543bf12a5e,train
ru5e85ac7589,val
ru3df53b071f,test
rucc2fadf97d,train
rud0d212363c,train
ru8483c0a80c,train
ru8ef09eba34,train
ru88df3e90c6,train
ru0530aae474,train
ru3ef399da78,train
ru874c57c874,train
ru55169bf66f,train
rud606e638c3,train
ruc8c7658840,test
rua07a79173a,train
ru5b60a29f09,val
ru348b776e65,train
ru4e46df9688,train
ruf28fa5e3f5,train
rua926925e17,train
ruea81378308,train
ru620bfd38fd,train
ru64f0714c07,train
ru0426e82f17,train
ru4777c0bfa3,train
rued78fff7f6,test
ru4f895b19c4,test
ru3d498bfee3,train
ru1b3b1114c8,train
ru90e719a1c5,train
ru82a5015c90,val
ru2a1b2881eb,test
ru4600e3e87f,train
ru5b926976d1,val
ru9651dffee5,val
ruaacbfb8908,test
ru88859ba779,train
ru3824368fa9,train
ru674a7ed0e5,test
ru1df47dd235,test
rudd173bb3cd,train
ru89efd2cf62,test
rud659518e8e,test
ru280adb3738,train
ru7896fc4b75,train
ru1dea069425,val
rud683befe78,train
ru2f0fb8373c,train
ru934cd9b23f,train
ruedc0e86a8c,train
ru3134033638,test
ru82c7f12e8c,train
ru6a98a6941c,train
rued8583b2b9,train
ruaee58e7de8,test
ru1228a4b884,train
rud9da97936e,train
ru8256f82142,train
rub188469fb9,test
ru74918f43f2,train
rub32c7fddad,train
ru08fa724b11,train
ru3da57a2129,train
ru4eb354b70f,val
ru607a4984dc,train
ru081c87e476,test
rudd33128e2e,test
ru1dc5e275e7,val
ru7e71809363,train
ru0966e2e85d,train
ru6ab048ad9c,train
ru713e526873,test
ru8d38ee7e2c,train
ru9bdc2ab970,train
ru0c0413f70f,test
ru1dab3d8ea2,train
ru89e28562d8,test
ru2f0214beed,val
ru87f9ad317d,test
rub8a8975661,train
ru3943fcc495,train
ru6763ccb1c4,train
rua74a756288,train
rubdf1ff0638,train
ru9a934ae07f,test
ruc78eeb6328,val
ru7eda4951a3,train
ru12c904819a,train
rua6c7ef902e,test
rua3e846a389,test
ru819d22c470,test
rub56229b0d9,train
ru8cf802b58b,test
rub9a382ad80,test
ru772413ddb2,test
ru99cb9b8432,train
ru9ac02d17df,test
ru30f208263e,train
rudcda23d1c2,train
rue6997741bd,test
ru7f2a57200c,test
ru11ef23b4ac,train
ruc83dbbf8e4,train
rue0fd234184,test
rudb87078385,train
ru33786bc244,train
ru22456d3deb,val
ruf24c8a4493,test
ru71e27a3f86,test
ru28d2892dc4,train
ru4282dc01d2,val
rue7c40e40ae,train
ru33951ca2ab,train
ruf75d9ff5b0,test
ru1d6cea85b6,train
rubb6b8d4af1,test
ru9c5488fa1b,val
rue58bf4236b,train
ru3806286173,train
ru7a0ca247a2,val
ru816a943747,val
ru3a97250469,train
ru11e12dadf4,test
ru72f08dd721,test
rue02350a3e4,train
ru2f5714fd34,train
ru578fe3887a,train
ruc28f5c4304,val
rubf6d9f0dc6,train
ru5ac9186991,val
ru4b8fe7373d,val
ru218298a5ab,test
ruaecd1a8da6,train
ruc0d190dba5,train
rud9cb699b09,test
ruee67bff0a4,train
ruccc0730a12,train
rub047b848b3,test
rufe56338e93,train
ru0e60e9baec,train
rua9b2ff9044,train
ru3b9a921fa1,train
ru00aa028805,train
ru256bb6416b,train
ruce223badf8,train
ru1bc2625f11,test
ru28f0ced327,train
ru65db51f277,train
ru1294d54b92,test
rueab802a3b2,train
ru916d85cea3,train
ru00527ef8a6,train
ru569eaf9a9d,train
rudbcfd6e978,train
ru83d1f5383b,train
ru5cfb1d6b08,train
ru7ab783c4a3,val
ru31fe635f5d,test
ruf36ce57a49,train
ru04379b10fd,train
ru9f4848c051,train
rue14afcd65b,val
ru1320255d13,train
ru0ca7de9dc6,train
ru2e097a2e75,train
ru606414faa1,test
ru8e75444149,train
ru6b919eaa98,train
ru923ef11823,train
ru94e03145af,train
ru9c855f214a,test
ruc1a904743d,val
ru7e7d895f07,train
ru5b8cb22b19,train
ru4ee1b780f6,train
rua6ef789e4a,train
ru95e3434cc4,train
ru182824d858,train
ru47b0b9ce93,train
ru8b01c57a38,train
ru29ed1edc6a,test
ru613edd2060,train
rua3141f641c,test
ruee13f88ddb,train
ru0cb7dbc4ab,val
ruba3bb1fbb5,train
ru136e544c76,val
ru966e84601a,train
ru36b6318e55,train
ru3ab3d5d68f,val
rua7eb4bb196,train
ru060492a2b1,val
ru5ffde9130d,train
ru3c78837fa5,test
ruc352abc620,train
ru94797ff1e7,test
rudeafee9679,test
rua1177f8d0f,train
ru4590984033,test
rua8133bc86b,train
rua6e39efc19,test
ru53c2813bb0,val
ru25fc369ac2,train
rua5d2da6021,train
rub152026c3a,train
ruf90a144f3c,train
rub46f17703d,test
ru0c994dc766,val
rud1b2fe1499,train
rub5ce99b73c,test
ru5586a9d4b2,test
rufa74ac7ea9,val
ru097faec5d0,train
ru0baa5b2c8a,test
ru5b01862cb1,train
ru3cc12e9ab2,val
ru47ea47f9f2,train
ru723a2947d4,train
ru8c2332f81f,train
rubf9e19cb8d,train
rua718df06a2,train
ruf79391ac34,train
